10002,05/03/2026,1,9,GSH91,9926.33,14820.05,8022.51,06/03/2026
10002,05/03/2026,2,7,GSH95,3147.01,13527.15,12025.5,06/03/2026
10002,05/03/2026,3,8,P97-GSH95,7433.24,7100.6,0,06/03/2026
10002,05/03/2026,4,5,P-DIESEL S,4751.43,4201.59,0,06/03/2026
10002,05/03/2026,5,4,DIESEL,2032.61,12675.87,10973.7,06/03/2026
10002,05/03/2026,6,10,E20,7369.46,12154.99,7018.43,06/03/2026
